Volcano Number,Volcano Name,Primary Volcano Type,Last Eruption Year,Country,Region,Subregion,Latitude,Longitude,Elevation,Tectonic Settings,Evidence Category,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km
241020,"Albert, Mount",Cone of Auckland Field,,,,,,,,,,,,,,,,,,,,,,,
302070,Albine-Boldok,Cone of Azas Plateau,,,,,,,,,,,,,,,,,,,,,,,
231180,Albit Hut,Synonym of Bir Borhut,,,,,,,,,,,,,,,,,,,,,,,
271020,Albulhek,Cone of Matutum,,,,,,,,,,,,,,,,,,,,,,,
353040,Alcedo,Shield,1993,Ecuador,South America,Galapagos Islands,-0.43,-91.12,1130,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , ,Andesite / Basaltic Andesite,Dacite,Rhyolite, , ,290,290,388,10756
341092,Alchichica,Tuff ring of Serdán-Oriental,,,,,,,,,,,,,,,,,,,,,,,
231160,Al-djabal Al-aswad,"Synonym of Sawad, Harra Es-",,,,,,,,,,,,,,,,,,,,,,,
221090,Ale Bagu,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.512,40.631,988,Rift zone / Intermediate crust (15-25 km),Evidence Credible,Basalt / Picro-Basalt,Rhyolite,Trachyte / Trachydacite, , , , , , , ,2,919,8424,278270
221090,Alebbagu,Synonym of Ale Bagu,,,,,,,,,,,,,,,,,,,,,,,
343080,"Alegría, Ausoles de la Laguna de",Thermal of Tecapa,,,,,,,,,,,,,,,,,,,,,,,
343080,"Alegría, Cerro",Cone of Tecapa,,,,,,,,,,,,,,,,,,,,,,,
231120,"Alessi, Djebel","Synonym of Esi, Jabal el-",,,,,,,,,,,,,,,,,,,,,,,
360170,"Alexander, Mount",Dome of St. Catherine,,,,,,,,,,,,,,,,,,,,,,,
212050,Alexandros,Vent of Nisyros,,,,,,,,,,,,,,,,,,,,,,,
390013,Aleyone,"Cone of Pleiades, The",,,,,,,,,,,,,,,,,,,,,,,
382080,"Alferes, Caldeira do",Pumice ring of Sete Cidades,,,,,,,,,,,,,,,,,,,,,,,
382080,"Alferes, Caldeira do",Cone of Sete Cidades,,,,,,,,,,,,,,,,,,,,,,,
233020,"Alfred Picard, Cratere","Crater of Fournaise, Piton de la",,,,,,,,,,,,,,,,,,,,,,,
372030,Alftakvislarhraun,Fissure vent of Katla,,,,,,,,,,,,,,,,,,,,,,,
371060,Alftarholl,Crater of Grimsnes,,,,,,,,,,,,,,,,,,,,,,,
221080,Ali Bogo,Synonym of Erta Ale,,,,,,,,,,,,,,,,,,,,,,,
213010,Ali Dag,Dome of Erciyes Dagi,,,,,,,,,,,,,,,,,,,,,,,
300280,Alianngei,Synonym of Ichinsky,,,,,,,,,,,,,,,,,,,,,,,
357110,Aliante,Synonym of Llaima,,,,,,,,,,,,,,,,,,,,,,,
221040,Alid,Stratovolcano,Unknown,Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,14.88,39.92,904,Rift zone / Intermediate crust (15-25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Rhyolite,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite, , , , , ,517,2447,25942,1216179
352031,Aliso,Stratovolcano,-2450,Ecuador,South America,Ecuador,-0.53,-78,4267,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,0,0,0,0
221040,Alit,Synonym of Alid,,,,,,,,,,,,,,,,,,,,,,,
355094,Alitar,Maar of Purico Complex,,,,,,,,,,,,,,,,,,,,,,,
300280,Aljanngej,Synonym of Ichinsky,,,,,,,,,,,,,,,,,,,,,,,
341092,Aljojuca,Maar of Serdán-Oriental,,,,,,,,,,,,,,,,,,,,,,,
231110,Al-khurdj Bal Djild,Synonym of Khurdj El-Aisar,,,,,,,,,,,,,,,,,,,,,,,
231001,Al-Lajat,Volcanic field of Harrat Ash Shamah,,,,,,,,,,,,,,,,,,,,,,,
273060,Alligator Lake,Maar of San Pablo Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
320020,Alligator Lake,Volcanic field,Unknown,Canada,Canada and Western USA,Canada,60.42,-135.42,2217,Intraplate / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,0,0,47,20636
383030,Almarchiga,"Synonym of Fasnia, Volcán de",,,,,,,,,,,,,,,,,,,,,,,
372030,Almenningahraun,Fissure vent of Katla,,,,,,,,,,,,,,,,,,,,,,,
342040,Almolonga,Stratovolcano,1818,Guatemala,México and Central America,Guatemala,14.797,-91.519,3173,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,91323,287487,1126942,6828403
342040,"Almolonga, Baños",Thermal of Almolonga,,,,,,,,,,,,,,,,,,,,,,,
211071,Almonza,Vent of Pantelleria,,,,,,,,,,,,,,,,,,,,,,,
300450,Alnei,Synonym of Alney,,,,,,,,,,,,,,,,,,,,,,,
300280,Alnei,Synonym of Ichinsky,,,,,,,,,,,,,,,,,,,,,,,
300450,Alney,Stratovolcano of Alney-Chashakondzha,,,,,,,,,,,,,,,,,,,,,,,
300450,Alney-Chashakondzha,Stratovolcano,1600,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.656,159.647,2570,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite,Rhyolite, , , ,0,0,3,10679
300600,Alngei,Synonym of Alngey,,,,,,,,,,,,,,,,,,,,,,,
300600,Alngey,Stratovolcano,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.702,160.418,1822,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,0,120,1561
244020,Alofau,Pleistocene caldera of Tutuila,,,,,,,,,,,,,,,,,,,,,,,
332010,Aloi,Former pit crater of Kilauea,,,,,,,,,,,,,,,,,,,,,,,
268040,"Alon, Mount",Cone of Gamkonora,,,,,,,,,,,,,,,,,,,,,,,
357111,Alpehue,Crater of Sollipulli,,,,,,,,,,,,,,,,,,,,,,,
372010,Alsey,Cone of Vestmannaeyjar,,,,,,,,,,,,,,,,,,,,,,,
344120,Alta Gracia,Pyroclastic cone of Concepcion,,,,,,,,,,,,,,,,,,,,,,,
383040,"Alta, Montaña",Cone of Gran Canaria,,,,,,,,,,,,,,,,,,,,,,,
210010,Alter Voss,Cone of West Eifel Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
382090,"Altinetes, Pico",Dome of Agua de Pau,,,,,,,,,,,,,,,,,,,,,,,
345060,"Alto Grande, Cerro",Cone of Irazu,,,,,,,,,,,,,,,,,,,,,,,
343041,"Alto, Cerro",Pyroclastic cone of Coatepeque Caldera,,,,,,,,,,,,,,,,,,,,,,,
341060,"Alto, Cerro",Shield volcano of Michoacan-Guanajuato,,,,,,,,,,,,,,,,,,,,,,,
342111,"Alto, Cerro",Pyroclastic cone of Cuilapa-Barbarena,,,,,,,,,,,,,,,,,,,,,,,
382050,"Alto, Pico",Stratovolcano of Terceira,,,,,,,,,,,,,,,,,,,,,,,
221060,Alu-Dalafilla,Fissure vent(s),2008,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.793,40.553,578,Rift zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Rhyolite,Trachyte / Trachydacite, , , , , , ,0,9,11209,478054
263100,Alunalun,Crater of Papandayan,,,,,,,,,,,,,,,,,,,,,,,
221270,Alutu,Stratovolcano,-50,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,7.77,38.78,2335,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Dacite,Rhyolite, , , , , , , ,6011,25619,314216,6813710
341060,Alvarez,Maar of Michoacan-Guanajuato,,,,,,,,,,,,,,,,,,,,,,,
271031,Amacan-Gopod,Thermal of Leonard Range,,,,,,,,,,,,,,,,,,,,,,,
282120,Amagase,Thermal of Kujusan,,,,,,,,,,,,,,,,,,,,,,,
283010,Amagisan,Stratovolcano of Izu-Tobu,,,,,,,,,,,,,,,,,,,,,,,
311390,Amak,Stratovolcano,1796,United States,Alaska,Aleutian Islands,55.424,-163.149,488,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,0,0,0,1345
231060,"Am'am, Jabal","Dome of Khaybar, Harrat",,,,,,,,,,,,,,,,,,,,,,,
223020,Amani,Cone of Nyamuragira,,,,,,,,,,,,,,,,,,,,,,,
311190,Amarchta,Synonym of Amukta,,,,,,,,,,,,,,,,,,,,,,,
243100,Amargura,Synonym of Fonualei,,,,,,,,,,,,,,,,,,,,,,,
383060,"Amarilla, Montaña",Cone of Lanzarote,,,,,,,,,,,,,,,,,,,,,,,
357066,Amarillo,Pyroclastic cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
221107,Amarti,Synonym of Borawli,,,,,,,,,,,,,,,,,,,,,,,
268072,Amasing,Stratovolcano(es),Unknown,Indonesia,Indonesia,Halmahera,-0.53,127.48,1030,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , ,59,803,26015,92417
343050,Amatepeque,"Synonym of Jabalí, Cerro El",,,,,,,,,,,,,,,,,,,,,,,
342110,Amatitlán,Pleistocene caldera of Pacaya,,,,,,,,,,,,,,,,,,,,,,,
243060,Amatofua,Synonym of Tofua,,,,,,,,,,,,,,,,,,,,,,,
343010,"Amaya, Ausoles de",Thermal of Apaneca Range,,,,,,,,,,,,,,,,,,,,,,,
342140,"Amayo, Volcán",Synonym of Flores,,,,,,,,,,,,,,,,,,,,,,,
221090,Amaytoli,Synonym of Ale Bagu,,,,,,,,,,,,,,,,,,,,,,,
257030,Ambae,Shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-15.389,167.835,1496,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,73,1279,4326,73308
273088,Ambalatungan Group,Compound,Unknown,Philippines,Philippines and SE Asia,Luzon,17.32,121.1,2329,Subduction zone / Continental crust (>25 km),Unrest / Holocene,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,493,3803,55724,4652400
266020,Ambang,Complex,2005,Indonesia,Indonesia,Sulawesi,0.75,124.42,1795,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,9155,46469,319137,1730602
354006,Ambato,Synonym of Ampato,,,,,,,,,,,,,,,,,,,,,,,
254020,Ambitle,Stratovolcano,-350,Papua New Guinea,Melanesia and Australia,New Ireland,-4.08,153.65,450,Subduction zone / Crustal thickness unknown,Eruption Dated,Basalt / Picro-Basalt,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Phono-tephrite /  Tephri-phonolite, , , , , ,1643,9195,9779,24367
264100,Amboelombo,Synonym of Ebulobo,,,,,,,,,,,,,,,,,,,,,,,
233014,Ambohibe,Dome of Itasy Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
233014,Ambohimalala,Cone of Itasy Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
233014,Ambohitritainerina,Cone of Itasy Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
233014,Ambohitrondry,Cone of Itasy Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
233015,Amboniloha,Cone of Vakinankaratra,,,,,,,,,,,,,,,,,,,,,,,
233011,Ambre-Bobaomby,Volcanic field,Unknown,Madagascar,Middle East and Indian Ocean,Indian Ocean (western),-12.6,49.15,1475,Intraplate / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Foidite,Phonolite,Rhyolite,Trachyte / Trachydacite, , , , , ,20396,20396,51426,408436
257040,Ambrim,Synonym of Ambrym,,,,,,,,,,,,,,,,,,,,,,,
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,9,186,10826,63999
264100,Amburembu,Synonym of Ebulobo,,,,,,,,,,,,,,,,,,,,,,,
264100,Amburombu,Synonym of Ebulobo,,,,,,,,,,,,,,,,,,,,,,,
290100,Ameba,Dome of Moyorodake [Medvezhia],,,,,,,,,,,,,,,,,,,,,,,
390023,Ames Range,Synonym of Andrus,,,,,,,,,,,,,,,,,,,,,,,
283010,Amgai Highlands-Higashi,Vent of Izu-Tobu,,,,,,,,,,,,,,,,,,,,,,,
311390,Amiak,Synonym of Amak,,,,,,,,,,,,,,,,,,,,,,,
360060,Amic,Crater of Soufrière Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,
360060,"Amic, Morne",Dome of Soufrière Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,
283240,Amikake Spa,Thermal of Iwatesan,,,,,,,,,,,,,,,,,,,,,,,
290320,Amka-Usyr,Synonym of Nemo Peak,,,,,,,,,,,,,,,,,,,,,,,
221170,Amoissa,Synonym of Adwa,,,,,,,,,,,,,,,,,,,,,,,
341080,"Amoloc, Volcán",Pyroclastic cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
257010,Amor,Stratovolcano of Suretamatai,,,,,,,,,,,,,,,,,,,,,,,
233014,Ampary,Dome of Itasy Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
233015,Ampasimihaiky,Cone of Vakinankaratra,,,,,,,,,,,,,,,,,,,,,,,
354006,Ampato,Stratovolcano of Sabancaya,,,,,,,,,,,,,,,,,,,,,,,
323120,Amphitheater Crater,Crater of Mono-Inyo Craters,,,,,,,,,,,,,,,,,,,,,,,
234001,Amsterdam Island,Stratovolcano,Unknown,France,Middle East and Indian Ocean,Indian Ocean (southern),-37.83,77.52,881,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0
311190,Amuchta,Synonym of Amukta,,,,,,,,,,,,,,,,,,,,,,,
231001,"Amud, Jabal al",Cone of Harrat Ash Shamah,,,,,,,,,,,,,,,,,,,,,,,
311190,Amukta,Stratovolcano,1997,United States,Alaska,Aleutian Islands,52.5,-171.252,1066,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,0,0,0,0
302030,Amutychi,Pyroclastic cone of Udokan Plateau,,,,,,,,,,,,,,,,,,,,,,,
284030,Anagi-yama,Synonym of Anano-yama,,,,,,,,,,,,,,,,,,,,,,,
257030,Anagona,Cone of Ambae,,,,,,,,,,,,,,,,,,,,,,,
262000,Anak Krakatau,Cone of Krakatau,,,,,,,,,,,,,,,,,,,,,,,
264071,Anak Ranakah,Dome of Ranakah,,,,,,,,,,,,,,,,,,,,,,,
356011,"Anakena, Volcán",Pyroclastic cone of Easter Island,,,,,,,,,,,,,,,,,,,,,,,
356011,"Anamarama, Maunga",Pyroclastic cone of Easter Island,,,,,,,,,,,,,,,,,,,,,,,
311070,Anangusik,Synonym of Gareloi,,,,,,,,,,,,,,,,,,,,,,,
283010,Ananokubo,Tuff ring of Izu-Tobu,,,,,,,,,,,,,,,,,,,,,,,
283010,Anano-yama,Dome of Izu-Tobu,,,,,,,,,,,,,,,,,,,,,,,
284030,Anano-yama,Dome of Kozushima,,,,,,,,,,,,,,,,,,,,,,,
244040,Anaota,Cone of Savai'i,,,,,,,,,,,,,,,,,,,,,,,
272080,Anas,Thermal of Biliran,,,,,,,,,,,,,,,,,,,,,,,
284200,Anatahan,Stratovolcano,2008,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.35,145.67,790,Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Trachyandesite / Basaltic Trachyandesite, , , , , , ,0,0,0,0
257110,Anatom,Synonym of Aneityum,,,,,,,,,,,,,,,,,,,,,,,
300390,Anaun,Stratovolcano,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.32,158.83,1828,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,2,4,56,5933
352002,Anburo,Dome of Chachimbiro,,,,,,,,,,,,,,,,,,,,,,,
210020,"Anchal, Maar d'",Maar of Chaine des Puys,,,,,,,,,,,,,,,,,,,,,,,
221122,Andabi Gabalti,Cone of Manda-Inakir,,,,,,,,,,,,,,,,,,,,,,,
354004,Andagua Valley,Synonym of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
354004,Andahua Valley,Synonym of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
354004,Andahua-Orcopampa,Pyroclastic cone(s),1490,Peru,South America,Peru,-15.42,-72.33,4713,Subduction zone / Continental crust (>25 km),Eruption Dated,Trachyandesite / Basaltic Trachyandesite, , , , ,Trachyte / Trachydacite, , , , ,10317,10317,16541,171897
354007,"Andes, Cerro los","Cone of Chachani, Nevado",,,,,,,,,,,,,,,,,,,,,,,
213001,Andikli Tepe,Cone of Karapinar Field,,,,,,,,,,,,,,,,,,,,,,,
213001,Andikli-Ayirtmeke Tepe,Cone of Karapinar Field,,,,,,,,,,,,,,,,,,,,,,,
263290,Andjasmoro,Stratovolcano of Arjuno-Welirang,,,,,,,,,,,,,,,,,,,,,,,
233015,Andraikiba,Crater of Vakinankaratra,,,,,,,,,,,,,,,,,,,,,,,
233014,Andranojavatra,Cone of Itasy Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
233014,Andranoratsy,Crater of Itasy Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
233014,Andranotoraha,Crater of Itasy Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
212050,Andreas,Vent of Nisyros,,,,,,,,,,,,,,,,,,,,,,,
357022,Andres,Stratovolcano of Palomo,,,,,,,,,,,,,,,,,,,,,,,
222030,Andrew's Cone,"Stratovolcano of Barrier, The",,,,,,,,,,,,,,,,,,,,,,,
314060,Andromeda Cone,Cone of Imuruk Lake,,,,,,,,,,,,,,,,,,,,,,,
390023,Andrus,Shield(s),Unknown,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-75.8,-132.33,2978,Intraplate / Continental crust (>25 km),Evidence Uncertain,Rhyolite,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite, , , , , , , ,0,0,0,0
283001,Anduke,Pyroclastic cone of Abu,,,,,,,,,,,,,,,,,,,,,,,
257110,Aneityum,Stratovolcano(es),Unknown,Vanuatu,Melanesia and Australia,Vanuatu,-20.2,169.78,852,Subduction zone / Intermediate crust (15-25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,176,692,703,22731
257110,Anetchom,Synonym of Aneityum,,,,,,,,,,,,,,,,,,,,,,,
211070,Anfitrite,Submarine crater of Campi Flegrei del Mar di Sicilia,,,,,,,,,,,,,,,,,,,,,,,
225060,Angalafib,Cone of Bayuda Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
222021,"Angar, Gof",Maar of Marsabit,,,,,,,,,,,,,,,,,,,,,,,
233014,Angavo,Dome of Itasy Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
252010,Angila,Cone of Langila,,,,,,,,,,,,,,,,,,,,,,,
360101,"Anglais, Morne","Stratovolcano of Watt, Morne",,,,,,,,,,,,,,,,,,,,,,,
264170,Angnjioman,Synonym of Angnyioman,,,,,,,,,,,,,,,,,,,,,,,
264170,Angnyioman,Thermal of Ilimuda,,,,,,,,,,,,,,,,,,,,,,,
266130,"Angoes, Batoe",Synonym of Batuangus,,,,,,,,,,,,,,,,,,,,,,,
357123,"Angostura, La",Tuff ring of Huanquihue Group,,,,,,,,,,,,,,,,,,,,,,,
383030,"Angostura, Montaña de la",Pyroclastic cone of Tenerife,,,,,,,,,,,,,,,,,,,,,,,
221151,Angudi,Synonym of Yangudi,,,,,,,,,,,,,,,,,,,,,,,
352006,Angureal,Stratovolcano of Cayambe,,,,,,,,,,,,,,,,,,,,,,,
265090,"Angus, Batu",Crater of Banda Api,,,,,,,,,,,,,,,,,,,,,,,
312090,Aniakchak,Caldera,1931,United States,Alaska,Alaska Peninsula,56.88,-158.17,1341,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite, , ,0,0,36,479
341060,"Anillo, Cerro del",Pyroclastic cone of Michoacan-Guanajuato,,,,,,,,,,,,,,,,,,,,,,,
353060,"Animas, Cerro de las","Cone of Azul, Cerro",,,,,,,,,,,,,,,,,,,,,,,
254020,Anir,Synonym of Ambitle,,,,,,,,,,,,,,,,,,,,,,,
263350,"Anjar, Gunung",Cone of Ijen,,,,,,,,,,,,,,,,,,,,,,,
233013,Ankaizina Field,Pyroclastic cone(s),Unknown,Madagascar,Middle East and Indian Ocean,Indian Ocean (western),-14.3,48.67,2878,Intraplate / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,9628,9628,41916,637393
242021,Annexation,Shield volcano of Macauley,,,,,,,,,,,,,,,,,,,,,,,
264270,Anoengola,Synonym of Anunggola,,,,,,,,,,,,,,,,,,,,,,,
357110,Anonimo,Synonym of Llaima,,,,,,,,,,,,,,,,,,,,,,,
285020,Ansei,Crater of Hokkaido-Komagatake,,,,,,,,,,,,,,,,,,,,,,,
354004,"Antaymarca, Volcán",Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
343041,"Anteojos, Los",Dome of Coatepeque Caldera,,,,,,,,,,,,,,,,,,,,,,,
264010,"Anti, Gunung",Cone of Batur,,,,,,,,,,,,,,,,,,,,,,,
357153,Anticura Group,Pyroclastic cone of Antillanca Group,,,,,,,,,,,,,,,,,,,,,,,
357153,Antillanca Group,Stratovolcano(es),-230,Chile,South America,Central Chile and Argentina,-40.771,-72.153,1990,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,87,521,5986,530586
212030,Antimilos,Cone of Mílos,,,,,,,,,,,,,,,,,,,,,,,
352030,Antisana,Stratovolcano,1802,Ecuador,South America,Ecuador,-0.481,-78.141,5753,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,232,2220,56154,3314142
358025,"Antitruz, Cerro",Pyroclastic cone of Crater Basalt Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
352030,Antizana,Synonym of Antisana,,,,,,,,,,,,,,,,,,,,,,,
357080,Antoco,Synonym of Antuco,,,,,,,,,,,,,,,,,,,,,,,
355180,Antofagasta de la Sierra,Synonym of Antofagasta Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
355180,Antofagasta Volcanic Field,Pyroclastic cone(s),Unknown,Argentina,South America,"Northern Chile, Bolivia and Argentina",-26.12,-67.4,3495,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite, , , , , , , , , ,188,188,257,4295
360170,"Antoine, Lake",Crater of St. Catherine,,,,,,,,,,,,,,,,,,,,,,,
357080,Antojo,Synonym of Antuco,,,,,,,,,,,,,,,,,,,,,,,
234001,Antonelli,Cone of Amsterdam Island,,,,,,,,,,,,,,,,,,,,,,,
290030,Antonia Peak,Synonym of Chachadake [Tiatia],,,,,,,,,,,,,,,,,,,,,,,
290331,Antsiferova,Synonym of Shirinki,,,,,,,,,,,,,,,,,,,,,,,
357080,Antuco,Stratovolcano,1869,Chile,South America,Central Chile and Argentina,-37.406,-71.349,2979,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,117,474,3872,381623
264270,Anunggola,Crater of Sirung,,,,,,,,,,,,,,,,,,,,,,,
311060,Anvil Peak,Cone of Semisopochnoi,,,,,,,,,,,,,,,,,,,,,,,
257030,Aoba,Synonym of Ambae,,,,,,,,,,,,,,,,,,,,,,,
283271,Aobuna,Stratovolcano of Towada,,,,,,,,,,,,,,,,,,,,,,,
244010,A'ofa,Shield volcano of Ofu-Olosega,,,,,,,,,,,,,,,,,,,,,,,
284060,Aogashima,Stratovolcano,1785,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",32.458,139.759,423,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,232,232,232,8559
284060,Aoga-shima,Synonym of Aogashima,,,,,,,,,,,,,,,,,,,,,,,
283190,Aone Spa,Thermal of Zaozan,,,,,,,,,,,,,,,,,,,,,,,
244040,Aopo,Synonym of Mauga Mu,,,,,,,,,,,,,,,,,,,,,,,
342110,Apacagua,Synonym of Pacaya,,,,,,,,,,,,,,,,,,,,,,,
355061,"Apacheta, Cerro","Dome of Azufre, Cerro del",,,,,,,,,,,,,,,,,,,,,,,
300080,Apachinskaia Sopka,Synonym of Opala,,,,,,,,,,,,,,,,,,,,,,,
358024,Apagado,Pyroclastic cone,-590,Chile,South America,Southern Chile and Argentina,-41.88,-72.58,1210,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , ,5,44,4474,354002
355091,"Apagado, El",Synonym of Escalante,,,,,,,,,,,,,,,,,,,,,,,
300260,Apakhonchich,Fissure vent of Klyuchevskoy,,,,,,,,,,,,,,,,,,,,,,,
343041,Apale,"Synonym of Afate, Cerro",,,,,,,,,,,,,,,,,,,,,,,
251060,Apalong,Crater of Umboi,,,,,,,,,,,,,,,,,,,,,,,
300080,Apalskaia Sopka,Synonym of Opala,,,,,,,,,,,,,,,,,,,,,,,
343010,Apaneca Range,Stratovolcano(es),Unknown,El Salvador,México and Central America,El Salvador and Honduras,13.891,-89.786,2036,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite,Trachyandesite / Basaltic Trachyandesite, , , , , ,11141,151502,1113282,6215853
343010,"Apaneca, Cerro de",Stratovolcano of Apaneca Range,,,,,,,,,,,,,,,,,,,,,,,
342150,"Apantes, Cerro de","Pyroclastic cone of Santiago, Cerro",,,,,,,,,,,,,,,,,,,,,,,
344020,"Apastepe, Loma",Pyroclastic cone of San Cristobal (Nicaragua),,,,,,,,,,,,,,,,,,,,,,,
343071,Apastepeque Field,Volcanic field,Unknown,El Salvador,México and Central America,El Salvador and Honduras,13.72,-88.77,700,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,377730,377730,687849,6372608
343071,"Apastepeque, Cerro de",Dome of Apastepeque Field,,,,,,,,,,,,,,,,,,,,,,,
343071,"Apastepeque, Laguna",Pit crater of Apastepeque Field,,,,,,,,,,,,,,,,,,,,,,,
341040,Apaxtepec,Pyroclastic cone of Colima,,,,,,,,,,,,,,,,,,,,,,,
265030,Api,Synonym of Gunungapi Wetar,,,,,,,,,,,,,,,,,,,,,,,
267020,Api Siau,Synonym of Karangetang,,,,,,,,,,,,,,,,,,,,,,,
