,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1166,706.0,0.0,0.5,0.0,13.0,1.0,31.0,0.1,108.0,3.0,19.0,543.0,938.0,2419.0,8.0,7.0,4.0,1.0,0.0,1.0,1.0
1167,1872.0,1.0,1.9,0.0,5.0,0.0,35.0,0.6,111.0,3.0,14.0,1546.0,1879.0,2419.0,15.0,5.0,19.0,0.0,0.0,0.0,3.0
1168,557.0,1.0,1.6,0.0,0.0,0.0,24.0,0.5,125.0,3.0,0.0,1131.0,1315.0,1305.0,12.0,8.0,3.0,1.0,0.0,1.0,0.0
1169,,1.0,0.9,0.0,3.0,1.0,21.0,0.6,121.0,8.0,4.0,1308.0,1479.0,,11.0,,12.0,1.0,1.0,1.0,1.0
1170,891.0,0.0,1.9,1.0,1.0,1.0,18.0,0.1,153.0,6.0,3.0,40.0,1435.0,1303.0,17.0,16.0,4.0,1.0,1.0,1.0,0.0
1171,1996.0,0.0,2.5,0.0,5.0,1.0,51.0,0.4,122.0,4.0,9.0,671.0,1445.0,2236.0,8.0,7.0,12.0,1.0,0.0,1.0,2.0
1172,1552.0,0.0,1.2,0.0,10.0,1.0,53.0,0.3,180.0,8.0,18.0,430.0,658.0,2606.0,13.0,6.0,12.0,1.0,0.0,0.0,2.0
1173,1593.0,1.0,1.0,0.0,0.0,1.0,52.0,0.7,130.0,8.0,0.0,761.0,1336.0,1354.0,15.0,13.0,13.0,1.0,1.0,1.0,1.0
1174,1723.0,1.0,1.1,1.0,1.0,0.0,42.0,1.0,164.0,8.0,14.0,202.0,1791.0,3587.0,10.0,5.0,3.0,1.0,0.0,0.0,3.0
1175,1472.0,0.0,3.0,0.0,4.0,1.0,20.0,0.3,169.0,2.0,6.0,443.0,892.0,797.0,6.0,1.0,11.0,1.0,1.0,0.0,0.0
1176,1782.0,1.0,2.8,1.0,6.0,1.0,58.0,0.8,157.0,1.0,13.0,867.0,999.0,2405.0,15.0,0.0,16.0,1.0,0.0,1.0,2.0
1177,1439.0,0.0,0.9,0.0,12.0,1.0,20.0,0.8,147.0,1.0,17.0,626.0,932.0,1790.0,19.0,12.0,15.0,1.0,0.0,1.0,1.0
1178,1110.0,0.0,1.5,0.0,2.0,1.0,12.0,0.3,153.0,8.0,5.0,961.0,1950.0,624.0,9.0,7.0,15.0,1.0,0.0,0.0,0.0
1179,1417.0,1.0,2.7,0.0,2.0,1.0,56.0,0.9,114.0,6.0,4.0,494.0,1649.0,590.0,11.0,3.0,6.0,1.0,0.0,1.0,0.0
1180,1109.0,1.0,2.7,1.0,1.0,0.0,39.0,0.4,98.0,1.0,9.0,1391.0,1787.0,1524.0,15.0,10.0,7.0,1.0,1.0,1.0,1.0
1181,1697.0,0.0,0.5,0.0,0.0,1.0,60.0,0.1,90.0,4.0,0.0,88.0,1046.0,441.0,15.0,1.0,11.0,1.0,1.0,0.0,0.0
1182,781.0,0.0,1.1,0.0,2.0,0.0,38.0,0.4,198.0,5.0,7.0,304.0,1674.0,3508.0,13.0,8.0,5.0,0.0,0.0,1.0,3.0
1183,1589.0,1.0,2.2,1.0,2.0,0.0,58.0,0.1,128.0,4.0,4.0,957.0,1911.0,3961.0,16.0,14.0,14.0,1.0,0.0,1.0,3.0
1184,1927.0,0.0,0.9,1.0,3.0,0.0,11.0,0.4,190.0,8.0,12.0,491.0,1506.0,2916.0,16.0,11.0,18.0,0.0,1.0,1.0,3.0
1185,1751.0,0.0,0.5,1.0,6.0,0.0,8.0,0.6,178.0,6.0,20.0,170.0,564.0,2969.0,8.0,6.0,17.0,0.0,0.0,1.0,2.0
1186,532.0,1.0,0.8,1.0,3.0,0.0,8.0,0.1,193.0,5.0,10.0,1213.0,1354.0,728.0,13.0,5.0,8.0,1.0,1.0,0.0,0.0
1187,635.0,1.0,0.6,1.0,1.0,1.0,50.0,0.3,97.0,5.0,13.0,193.0,989.0,2107.0,13.0,12.0,12.0,1.0,0.0,0.0,1.0
1188,1222.0,0.0,2.0,0.0,9.0,,35.0,0.9,151.0,2.0,5.0,85.0,1838.0,1665.0,13.0,5.0,18.0,1.0,0.0,1.0,3.0
1189,851.0,0.0,2.3,1.0,7.0,1.0,54.0,1.0,101.0,2.0,9.0,788.0,1007.0,1005.0,12.0,2.0,14.0,1.0,0.0,1.0,0.0
1190,1791.0,1.0,0.5,1.0,1.0,1.0,33.0,0.5,110.0,5.0,4.0,371.0,682.0,594.0,17.0,8.0,16.0,1.0,0.0,1.0,0.0
1191,1179.0,1.0,0.5,0.0,7.0,1.0,32.0,0.3,182.0,2.0,12.0,85.0,1451.0,340.0,16.0,5.0,16.0,1.0,0.0,0.0,0.0
1192,1330.0,0.0,1.1,0.0,11.0,0.0,37.0,0.7,126.0,7.0,20.0,1103.0,1637.0,2166.0,10.0,1.0,4.0,1.0,0.0,0.0,2.0
1193,560.0,0.0,0.5,1.0,15.0,0.0,50.0,0.3,159.0,2.0,20.0,1448.0,1613.0,2150.0,18.0,12.0,11.0,1.0,1.0,0.0,2.0
1194,1910.0,0.0,1.4,0.0,0.0,0.0,29.0,0.6,146.0,7.0,2.0,333.0,639.0,2944.0,8.0,7.0,2.0,1.0,1.0,1.0,2.0
1195,955.0,1.0,0.5,0.0,2.0,0.0,2.0,0.6,155.0,4.0,10.0,428.0,1254.0,1974.0,14.0,1.0,18.0,1.0,1.0,0.0,1.0
1196,1425.0,1.0,0.6,0.0,0.0,1.0,33.0,0.5,89.0,3.0,2.0,396.0,1648.0,3771.0,10.0,3.0,9.0,1.0,0.0,1.0,3.0
1197,1892.0,1.0,0.7,0.0,5.0,0.0,47.0,0.4,110.0,4.0,10.0,1399.0,1564.0,2172.0,17.0,14.0,3.0,1.0,1.0,1.0,2.0
1198,1159.0,1.0,2.8,0.0,5.0,1.0,18.0,0.5,83.0,1.0,7.0,681.0,723.0,2246.0,8.0,1.0,3.0,1.0,1.0,0.0,1.0
1199,1972.0,0.0,2.9,0.0,9.0,0.0,14.0,0.4,196.0,7.0,18.0,293.0,952.0,1316.0,8.0,1.0,8.0,1.0,1.0,0.0,1.0
1200,665.0,1.0,0.7,0.0,0.0,1.0,31.0,0.1,185.0,5.0,2.0,496.0,1804.0,690.0,5.0,2.0,15.0,1.0,0.0,0.0,0.0
1201,612.0,1.0,0.7,0.0,6.0,0.0,35.0,0.6,181.0,5.0,12.0,1294.0,1337.0,3169.0,14.0,9.0,6.0,0.0,0.0,0.0,2.0
1202,519.0,1.0,1.6,1.0,7.0,1.0,51.0,0.3,132.0,4.0,19.0,550.0,645.0,3763.0,16.0,1.0,4.0,1.0,0.0,1.0,3.0
1203,1237.0,1.0,2.5,0.0,7.0,0.0,13.0,0.8,98.0,4.0,12.0,18.0,1004.0,2528.0,11.0,8.0,16.0,0.0,0.0,0.0,2.0
1204,1523.0,1.0,2.4,0.0,5.0,1.0,57.0,0.2,117.0,2.0,6.0,247.0,539.0,3971.0,18.0,12.0,10.0,1.0,1.0,1.0,3.0
1205,1066.0,0.0,1.6,0.0,5.0,0.0,39.0,0.6,131.0,5.0,17.0,401.0,1586.0,2728.0,6.0,0.0,17.0,1.0,1.0,1.0,2.0
1206,1973.0,0.0,1.6,1.0,5.0,1.0,39.0,0.8,152.0,4.0,6.0,792.0,1181.0,1993.0,9.0,0.0,5.0,1.0,0.0,0.0,2.0
1207,1444.0,0.0,0.6,0.0,2.0,0.0,48.0,0.5,82.0,5.0,17.0,1092.0,1554.0,2540.0,17.0,2.0,15.0,1.0,1.0,1.0,3.0
1208,1961.0,1.0,1.5,0.0,10.0,0.0,55.0,0.5,100.0,7.0,20.0,861.0,1888.0,2355.0,14.0,7.0,6.0,1.0,1.0,1.0,3.0
1209,924.0,0.0,0.5,1.0,0.0,1.0,47.0,0.3,167.0,8.0,6.0,108.0,1813.0,1620.0,17.0,15.0,12.0,1.0,0.0,0.0,1.0
1210,1195.0,1.0,1.1,1.0,2.0,1.0,8.0,0.9,80.0,6.0,6.0,327.0,1001.0,643.0,14.0,2.0,19.0,1.0,0.0,0.0,0.0
1211,1484.0,0.0,3.0,0.0,3.0,0.0,12.0,0.6,134.0,3.0,5.0,916.0,969.0,1457.0,14.0,4.0,20.0,1.0,1.0,0.0,1.0
1212,586.0,1.0,0.6,0.0,16.0,1.0,42.0,0.3,121.0,7.0,17.0,785.0,1118.0,1869.0,12.0,2.0,7.0,1.0,1.0,1.0,1.0
1213,1063.0,0.0,1.5,0.0,7.0,0.0,3.0,0.9,155.0,4.0,10.0,394.0,849.0,1919.0,12.0,10.0,20.0,1.0,1.0,0.0,1.0
1214,1130.0,1.0,2.5,0.0,4.0,1.0,58.0,0.1,132.0,5.0,14.0,88.0,1261.0,1018.0,17.0,1.0,16.0,1.0,0.0,0.0,0.0
1215,1718.0,1.0,2.5,1.0,14.0,1.0,6.0,0.1,183.0,5.0,16.0,564.0,980.0,3755.0,7.0,1.0,8.0,1.0,1.0,1.0,3.0
1216,708.0,1.0,2.7,1.0,0.0,1.0,63.0,1.0,195.0,8.0,7.0,78.0,654.0,2169.0,6.0,5.0,7.0,1.0,1.0,1.0,1.0
1217,1149.0,1.0,2.2,0.0,4.0,0.0,30.0,0.2,106.0,6.0,5.0,1617.0,1675.0,3755.0,17.0,14.0,8.0,1.0,0.0,0.0,3.0
1218,1695.0,0.0,2.3,1.0,1.0,0.0,34.0,0.4,84.0,5.0,10.0,713.0,1742.0,3296.0,17.0,6.0,14.0,0.0,0.0,0.0,3.0
1219,1004.0,1.0,2.9,1.0,0.0,0.0,35.0,0.2,141.0,6.0,9.0,901.0,1162.0,3772.0,17.0,8.0,18.0,0.0,1.0,1.0,3.0
1220,1722.0,1.0,1.0,0.0,7.0,0.0,25.0,0.8,88.0,6.0,19.0,1179.0,1638.0,2376.0,5.0,1.0,19.0,0.0,0.0,1.0,3.0
1221,534.0,0.0,0.5,1.0,4.0,0.0,2.0,0.2,85.0,5.0,16.0,911.0,1220.0,2466.0,5.0,3.0,18.0,0.0,1.0,1.0,2.0
1222,1260.0,0.0,0.6,0.0,5.0,1.0,13.0,1.0,106.0,6.0,6.0,165.0,736.0,2710.0,13.0,1.0,8.0,1.0,1.0,0.0,2.0
1223,1476.0,0.0,0.5,0.0,0.0,1.0,43.0,0.7,148.0,2.0,2.0,1789.0,1972.0,3644.0,15.0,10.0,6.0,1.0,0.0,1.0,3.0
1224,1768.0,1.0,2.0,0.0,0.0,1.0,2.0,0.8,88.0,7.0,2.0,1303.0,1814.0,3256.0,9.0,6.0,5.0,1.0,1.0,0.0,3.0
1225,609.0,1.0,3.0,0.0,15.0,1.0,44.0,0.3,117.0,1.0,16.0,58.0,1253.0,2581.0,15.0,11.0,15.0,1.0,0.0,1.0,1.0
1226,1536.0,0.0,0.8,0.0,12.0,0.0,13.0,0.3,105.0,7.0,20.0,22.0,1634.0,2020.0,6.0,0.0,16.0,1.0,1.0,0.0,2.0
1227,1832.0,0.0,0.7,0.0,2.0,0.0,2.0,0.6,90.0,7.0,6.0,186.0,654.0,2978.0,18.0,7.0,18.0,0.0,0.0,0.0,2.0
1228,880.0,0.0,0.5,1.0,1.0,0.0,44.0,0.5,172.0,8.0,15.0,436.0,1302.0,3132.0,8.0,7.0,6.0,0.0,1.0,1.0,2.0
1229,1575.0,0.0,2.5,1.0,0.0,1.0,11.0,0.2,185.0,7.0,20.0,492.0,818.0,2182.0,7.0,3.0,17.0,1.0,1.0,0.0,2.0
1230,589.0,1.0,0.5,0.0,1.0,1.0,59.0,0.7,146.0,8.0,4.0,759.0,1858.0,362.0,16.0,10.0,6.0,1.0,1.0,1.0,0.0
1231,553.0,0.0,2.4,1.0,1.0,1.0,8.0,0.5,121.0,7.0,3.0,325.0,902.0,1204.0,11.0,4.0,8.0,1.0,1.0,1.0,0.0
1232,,1.0,1.5,0.0,9.0,1.0,32.0,0.5,145.0,4.0,8.0,171.0,1070.0,2721.0,7.0,7.0,12.0,0.0,1.0,0.0,0.0
1233,1186.0,1.0,0.5,1.0,2.0,0.0,21.0,0.4,160.0,8.0,4.0,68.0,584.0,2361.0,17.0,8.0,7.0,1.0,0.0,0.0,1.0
1234,1596.0,0.0,2.9,1.0,7.0,0.0,7.0,0.7,149.0,2.0,9.0,169.0,1190.0,2493.0,14.0,12.0,13.0,1.0,1.0,1.0,2.0
1235,1112.0,0.0,0.5,0.0,0.0,1.0,12.0,0.9,190.0,4.0,6.0,777.0,1119.0,3302.0,11.0,0.0,20.0,1.0,1.0,1.0,3.0
1236,1269.0,1.0,2.8,1.0,16.0,0.0,41.0,1.0,180.0,8.0,17.0,406.0,1036.0,2341.0,10.0,9.0,16.0,0.0,0.0,1.0,2.0
1237,539.0,1.0,0.6,1.0,9.0,0.0,21.0,0.1,145.0,7.0,14.0,551.0,599.0,3597.0,14.0,5.0,9.0,0.0,0.0,0.0,2.0
1238,1837.0,0.0,0.5,0.0,9.0,0.0,36.0,0.9,162.0,4.0,20.0,786.0,872.0,770.0,14.0,1.0,15.0,0.0,0.0,1.0,0.0
1239,616.0,1.0,2.2,0.0,3.0,1.0,21.0,0.8,150.0,7.0,4.0,347.0,513.0,3267.0,17.0,9.0,19.0,1.0,0.0,0.0,2.0
1240,1772.0,1.0,1.6,0.0,17.0,1.0,45.0,0.5,159.0,2.0,18.0,837.0,1405.0,1146.0,6.0,1.0,17.0,1.0,1.0,0.0,1.0
1241,1413.0,1.0,2.0,0.0,1.0,1.0,17.0,0.2,,5.0,7.0,990.0,989.0,2958.0,10.0,9.0,12.0,1.0,0.0,0.0,2.0
1242,1552.0,1.0,2.2,0.0,6.0,1.0,13.0,0.2,123.0,6.0,9.0,269.0,1026.0,2403.0,9.0,2.0,9.0,1.0,1.0,1.0,2.0
1243,1640.0,0.0,0.5,1.0,1.0,1.0,36.0,0.9,87.0,8.0,11.0,664.0,1806.0,3235.0,6.0,1.0,10.0,1.0,0.0,1.0,3.0
1244,608.0,1.0,2.7,0.0,4.0,0.0,16.0,0.3,190.0,7.0,4.0,1472.0,,3113.0,16.0,7.0,14.0,1.0,1.0,1.0,1.0
1245,1218.0,1.0,2.8,1.0,3.0,0.0,39.0,0.8,150.0,7.0,14.0,1122.0,1746.0,1667.0,10.0,0.0,12.0,0.0,0.0,0.0,1.0
1246,718.0,1.0,1.6,1.0,1.0,1.0,30.0,0.4,93.0,3.0,12.0,662.0,997.0,1601.0,10.0,9.0,12.0,1.0,1.0,1.0,1.0
1247,1635.0,0.0,2.6,1.0,0.0,1.0,2.0,0.6,182.0,4.0,0.0,1209.0,1411.0,2315.0,10.0,1.0,2.0,1.0,1.0,0.0,2.0
1248,1986.0,0.0,0.5,1.0,3.0,1.0,51.0,0.1,165.0,8.0,20.0,282.0,1358.0,1614.0,17.0,12.0,3.0,1.0,1.0,1.0,1.0
1249,612.0,1.0,0.5,1.0,1.0,1.0,20.0,0.8,179.0,8.0,6.0,1145.0,1487.0,3282.0,16.0,2.0,18.0,1.0,1.0,1.0,3.0
1250,831.0,0.0,2.4,0.0,10.0,0.0,55.0,0.5,86.0,6.0,12.0,172.0,1239.0,1075.0,12.0,11.0,3.0,1.0,1.0,0.0,0.0
1251,,1.0,,0.0,5.0,0.0,,0.9,167.0,3.0,16.0,694.0,1176.0,3655.0,12.0,11.0,4.0,,0.0,0.0,1.0
1252,1836.0,1.0,1.7,1.0,3.0,0.0,26.0,0.1,134.0,6.0,16.0,408.0,1139.0,3097.0,5.0,0.0,18.0,0.0,1.0,0.0,3.0
1253,1874.0,1.0,0.6,0.0,1.0,0.0,19.0,0.8,192.0,2.0,9.0,1238.0,1418.0,1218.0,15.0,10.0,17.0,0.0,1.0,0.0,1.0
1254,1242.0,1.0,2.4,0.0,8.0,0.0,28.0,0.2,166.0,4.0,9.0,315.0,1796.0,318.0,11.0,10.0,19.0,1.0,0.0,0.0,0.0
1255,1699.0,0.0,0.5,1.0,1.0,0.0,59.0,0.5,97.0,4.0,3.0,466.0,1768.0,3796.0,17.0,10.0,12.0,0.0,1.0,1.0,3.0
1256,,,1.5,0.0,,0.0,56.0,0.5,199.0,,19.0,715.0,724.0,2558.0,,6.0,3.0,1.0,,1.0,1.0
1257,907.0,1.0,2.6,1.0,7.0,0.0,44.0,0.2,160.0,3.0,12.0,144.0,896.0,3911.0,13.0,6.0,8.0,0.0,0.0,0.0,3.0
1258,727.0,1.0,2.5,1.0,0.0,1.0,64.0,0.2,193.0,1.0,9.0,664.0,711.0,3654.0,9.0,1.0,16.0,1.0,1.0,0.0,3.0
1259,1153.0,0.0,1.2,1.0,,1.0,31.0,0.4,163.0,8.0,16.0,337.0,572.0,1357.0,14.0,10.0,9.0,0.0,1.0,0.0,2.0
1260,1090.0,1.0,2.3,0.0,1.0,1.0,8.0,0.6,128.0,8.0,8.0,1217.0,1670.0,3839.0,17.0,3.0,11.0,1.0,0.0,1.0,3.0
1261,709.0,1.0,2.0,1.0,0.0,0.0,35.0,0.1,136.0,1.0,0.0,1545.0,1596.0,1973.0,12.0,9.0,16.0,0.0,1.0,1.0,1.0
1262,737.0,1.0,2.4,1.0,7.0,0.0,49.0,0.6,193.0,4.0,16.0,781.0,1463.0,2951.0,7.0,0.0,10.0,0.0,1.0,0.0,2.0
1263,909.0,1.0,0.7,1.0,7.0,0.0,47.0,0.1,146.0,3.0,9.0,410.0,1643.0,1244.0,14.0,10.0,16.0,0.0,1.0,0.0,0.0
1264,1793.0,0.0,2.7,0.0,12.0,1.0,44.0,0.7,175.0,5.0,17.0,655.0,1459.0,2803.0,19.0,9.0,6.0,1.0,1.0,1.0,3.0
1265,530.0,0.0,2.4,0.0,1.0,0.0,32.0,0.3,88.0,6.0,20.0,48.0,1012.0,959.0,17.0,7.0,6.0,0.0,1.0,0.0,0.0
1266,1762.0,1.0,2.5,0.0,10.0,1.0,15.0,0.3,107.0,8.0,11.0,1103.0,1364.0,2183.0,8.0,3.0,11.0,1.0,1.0,0.0,2.0
1267,1800.0,1.0,0.7,0.0,2.0,1.0,8.0,0.4,100.0,7.0,6.0,400.0,823.0,3481.0,10.0,8.0,8.0,1.0,0.0,1.0,3.0
1268,843.0,1.0,0.5,0.0,1.0,1.0,56.0,0.1,147.0,5.0,17.0,140.0,800.0,2341.0,10.0,1.0,20.0,1.0,1.0,1.0,1.0
1269,1317.0,0.0,1.5,0.0,6.0,0.0,12.0,0.1,154.0,2.0,9.0,431.0,542.0,425.0,7.0,0.0,11.0,1.0,1.0,1.0,0.0
1270,1142.0,1.0,1.1,0.0,0.0,1.0,6.0,0.5,198.0,4.0,0.0,739.0,1766.0,1273.0,19.0,0.0,6.0,1.0,0.0,0.0,1.0
1271,940.0,0.0,2.9,0.0,0.0,0.0,16.0,0.7,115.0,4.0,1.0,499.0,1090.0,2192.0,15.0,13.0,9.0,1.0,1.0,1.0,1.0
1272,1610.0,1.0,2.9,0.0,7.0,1.0,64.0,0.9,181.0,4.0,12.0,1236.0,1280.0,941.0,8.0,4.0,9.0,1.0,1.0,0.0,1.0
1273,1611.0,1.0,0.5,1.0,11.0,0.0,3.0,0.6,98.0,3.0,14.0,303.0,714.0,1595.0,8.0,4.0,9.0,1.0,0.0,1.0,1.0
1274,1583.0,1.0,1.6,0.0,5.0,1.0,42.0,0.8,118.0,3.0,10.0,275.0,862.0,3652.0,14.0,10.0,9.0,1.0,0.0,0.0,3.0
1275,1414.0,0.0,0.5,0.0,0.0,1.0,15.0,0.8,168.0,2.0,0.0,294.0,1233.0,1069.0,18.0,6.0,14.0,1.0,0.0,0.0,0.0
1276,1567.0,,1.0,0.0,14.0,1.0,28.0,0.7,,5.0,12.0,574.0,1619.0,1883.0,,9.0,19.0,1.0,0.0,1.0,2.0
1277,1303.0,0.0,0.9,0.0,1.0,0.0,19.0,0.5,114.0,6.0,12.0,927.0,,1739.0,12.0,7.0,5.0,1.0,0.0,1.0,1.0
1278,1240.0,0.0,1.6,0.0,0.0,0.0,39.0,0.1,146.0,2.0,9.0,1511.0,1756.0,3260.0,13.0,1.0,17.0,0.0,0.0,1.0,3.0
1279,1412.0,1.0,2.4,0.0,5.0,0.0,25.0,0.8,96.0,8.0,17.0,516.0,1894.0,837.0,15.0,9.0,4.0,0.0,0.0,1.0,1.0
1280,668.0,0.0,2.9,1.0,7.0,0.0,30.0,0.2,195.0,8.0,12.0,522.0,1056.0,2399.0,10.0,5.0,7.0,1.0,1.0,1.0,1.0
1281,948.0,0.0,2.3,0.0,14.0,0.0,22.0,0.1,173.0,5.0,20.0,257.0,1654.0,3499.0,11.0,7.0,19.0,1.0,1.0,1.0,3.0
1282,1154.0,0.0,1.2,1.0,0.0,1.0,49.0,0.2,181.0,8.0,2.0,541.0,1499.0,978.0,5.0,3.0,7.0,1.0,0.0,1.0,0.0
1283,535.0,1.0,0.5,1.0,8.0,1.0,54.0,0.5,145.0,8.0,15.0,710.0,939.0,2674.0,14.0,8.0,10.0,1.0,0.0,0.0,2.0
1284,777.0,,1.3,0.0,,0.0,34.0,0.6,140.0,8.0,9.0,1286.0,1003.0,,12.0,6.0,6.0,0.0,1.0,1.0,
1285,577.0,0.0,2.4,0.0,8.0,1.0,37.0,0.9,161.0,6.0,20.0,1087.0,1450.0,814.0,11.0,7.0,19.0,1.0,1.0,1.0,0.0
1286,1872.0,0.0,0.5,1.0,3.0,0.0,17.0,0.7,89.0,6.0,6.0,1749.0,1767.0,724.0,17.0,3.0,9.0,1.0,0.0,1.0,1.0
1287,685.0,0.0,0.5,1.0,8.0,1.0,13.0,0.8,82.0,7.0,15.0,1091.0,1203.0,3210.0,15.0,7.0,2.0,1.0,1.0,1.0,3.0
1288,923.0,1.0,1.5,1.0,,1.0,36.0,0.9,134.0,6.0,13.0,167.0,1466.0,3390.0,15.0,7.0,10.0,1.0,1.0,0.0,1.0
1289,1030.0,0.0,1.6,1.0,3.0,1.0,58.0,0.2,138.0,6.0,20.0,1111.0,1812.0,2858.0,6.0,2.0,18.0,1.0,1.0,1.0,3.0
1290,1043.0,1.0,0.5,0.0,7.0,0.0,42.0,0.1,111.0,3.0,8.0,716.0,1626.0,912.0,16.0,9.0,6.0,0.0,1.0,0.0,0.0
1291,1744.0,1.0,1.0,0.0,1.0,1.0,20.0,0.5,112.0,8.0,3.0,68.0,718.0,1205.0,18.0,7.0,14.0,1.0,0.0,0.0,1.0
1292,1661.0,1.0,0.8,1.0,1.0,1.0,6.0,1.0,109.0,7.0,2.0,594.0,1337.0,864.0,9.0,8.0,2.0,1.0,0.0,1.0,1.0
1293,1514.0,0.0,2.9,0.0,0.0,0.0,27.0,0.2,118.0,3.0,1.0,186.0,1810.0,1152.0,8.0,3.0,20.0,0.0,1.0,1.0,1.0
1294,714.0,1.0,0.5,0.0,1.0,0.0,30.0,0.3,145.0,4.0,2.0,643.0,1527.0,2302.0,12.0,10.0,10.0,0.0,1.0,1.0,1.0
1295,503.0,0.0,2.5,0.0,3.0,0.0,57.0,0.6,185.0,6.0,11.0,778.0,1291.0,305.0,11.0,8.0,16.0,0.0,0.0,1.0,0.0
1296,1683.0,1.0,0.7,,2.0,0.0,25.0,,194.0,,15.0,1692.0,1390.0,,,1.0,12.0,1.0,0.0,1.0,
1297,1273.0,1.0,0.7,0.0,1.0,0.0,23.0,0.6,178.0,6.0,14.0,485.0,1399.0,558.0,8.0,5.0,13.0,1.0,0.0,0.0,0.0
1298,643.0,1.0,0.7,1.0,3.0,1.0,23.0,0.8,156.0,1.0,9.0,314.0,1400.0,2096.0,13.0,6.0,2.0,1.0,0.0,0.0,1.0
1299,1082.0,0.0,1.5,1.0,3.0,1.0,25.0,0.5,152.0,8.0,13.0,213.0,1627.0,1022.0,12.0,7.0,,0.0,1.0,0.0,3.0
1300,797.0,1.0,1.5,1.0,4.0,0.0,18.0,0.6,81.0,8.0,20.0,888.0,1466.0,2052.0,9.0,3.0,14.0,1.0,1.0,1.0,1.0
1301,852.0,0.0,1.0,1.0,4.0,1.0,62.0,0.7,104.0,7.0,13.0,293.0,1159.0,2253.0,17.0,4.0,7.0,1.0,1.0,0.0,1.0
1302,973.0,0.0,0.5,1.0,5.0,0.0,53.0,0.5,196.0,5.0,7.0,105.0,588.0,1861.0,13.0,10.0,16.0,0.0,1.0,0.0,1.0
1303,911.0,1.0,2.2,1.0,1.0,1.0,28.0,0.5,182.0,2.0,2.0,157.0,763.0,2638.0,8.0,4.0,13.0,1.0,1.0,1.0,1.0
1304,1512.0,1.0,0.5,0.0,8.0,1.0,18.0,0.1,88.0,3.0,17.0,1079.0,1897.0,3607.0,12.0,10.0,6.0,1.0,1.0,1.0,3.0
1305,615.0,1.0,2.5,0.0,0.0,0.0,10.0,0.8,131.0,6.0,9.0,1216.0,1786.0,2769.0,16.0,8.0,11.0,1.0,0.0,0.0,2.0
1306,809.0,0.0,0.8,0.0,10.0,0.0,21.0,0.9,91.0,7.0,19.0,1453.0,1726.0,1274.0,18.0,7.0,3.0,0.0,0.0,0.0,1.0
1307,827.0,0.0,1.1,1.0,2.0,1.0,18.0,0.9,160.0,2.0,16.0,448.0,821.0,1663.0,14.0,0.0,17.0,1.0,1.0,1.0,0.0
1308,786.0,0.0,2.2,1.0,0.0,0.0,33.0,0.5,141.0,7.0,6.0,507.0,1697.0,2390.0,12.0,11.0,5.0,1.0,0.0,1.0,2.0
1309,962.0,1.0,1.1,1.0,3.0,0.0,17.0,0.1,161.0,8.0,20.0,546.0,1424.0,3438.0,14.0,3.0,20.0,0.0,0.0,0.0,3.0
1310,1632.0,1.0,1.4,0.0,0.0,0.0,41.0,0.1,132.0,4.0,1.0,706.0,1623.0,2614.0,5.0,4.0,15.0,1.0,0.0,0.0,2.0
1311,1163.0,0.0,1.9,0.0,8.0,1.0,47.0,0.3,163.0,,16.0,680.0,1289.0,1473.0,12.0,6.0,14.0,0.0,0.0,0.0,3.0
1312,1197.0,1.0,0.5,1.0,9.0,0.0,20.0,0.1,129.0,5.0,10.0,214.0,1710.0,2885.0,19.0,7.0,14.0,1.0,1.0,1.0,2.0
1313,1831.0,1.0,2.3,0.0,3.0,1.0,44.0,0.2,148.0,7.0,14.0,437.0,1113.0,2460.0,10.0,5.0,18.0,1.0,0.0,0.0,2.0
1314,1966.0,0.0,0.8,1.0,15.0,1.0,48.0,0.2,144.0,1.0,16.0,1242.0,1973.0,1252.0,6.0,4.0,19.0,1.0,1.0,1.0,2.0
1315,1641.0,0.0,1.1,0.0,6.0,0.0,48.0,0.7,97.0,8.0,7.0,224.0,1994.0,1695.0,13.0,6.0,17.0,1.0,0.0,1.0,2.0
1316,1502.0,1.0,1.2,0.0,0.0,0.0,54.0,0.2,138.0,5.0,12.0,65.0,588.0,3693.0,17.0,14.0,16.0,1.0,1.0,0.0,3.0
1317,1049.0,0.0,0.6,1.0,8.0,1.0,2.0,0.3,172.0,6.0,10.0,39.0,1564.0,433.0,10.0,7.0,6.0,1.0,0.0,0.0,0.0
1318,601.0,1.0,1.4,0.0,4.0,1.0,4.0,0.1,154.0,4.0,13.0,356.0,765.0,532.0,12.0,8.0,10.0,1.0,1.0,1.0,0.0
1319,1540.0,0.0,0.7,1.0,0.0,1.0,29.0,0.1,157.0,7.0,1.0,318.0,831.0,1161.0,11.0,8.0,5.0,1.0,0.0,0.0,0.0
1320,1778.0,0.0,0.5,0.0,0.0,0.0,15.0,0.5,102.0,3.0,0.0,1445.0,1954.0,1214.0,5.0,0.0,14.0,1.0,0.0,0.0,1.0
1321,1631.0,0.0,0.5,0.0,2.0,1.0,13.0,0.5,166.0,2.0,16.0,960.0,1735.0,2173.0,12.0,3.0,8.0,1.0,1.0,0.0,2.0
