budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
0.0,Franchise Pictures,USA,John Swanbeck,Drama,3150107.0,The Big Kahuna,R,2000-05-19,90,6.7,Kevin Spacey,12697,Roger Rueff,1999
0.0,Bandeira Entertainment,USA,Colette Burson,Comedy,3742.0,Coming Soon,R,1999-04-17,96,4.4,Bonnie Root,1364,Colette Burson,1999
30000000.0,American Entertainment Investors,USA,Chris Roberts,Action,11576087.0,Wing Commander,PG-13,1999-03-12,100,4.2,Freddie Prinze Jr.,15148,Chris Roberts,1999
30000000.0,Amblin Entertainment,USA,Neil Jordan,Drama,12017369.0,In Dreams,R,1999-01-15,100,5.5,Annette Bening,11323,Bari Wood,1999
25000000.0,Morgan Creek Productions,USA,Richard Rich,Animation,11956538.0,The King and I,G,1999-03-19,87,4.1,Miranda Richardson,3209,Oscar Hammerstein II,1999
0.0,Senator Film Produktion,Germany,Max Färberböck,Biography,927107.0,Aimee & Jaguar,NOT RATED,1999-02-11,125,7.3,Maria Schrader,5439,Max Färberböck,1999
7000000.0,Dimension Films,USA,Michael Rymer,Crime,14003141.0,In Too Deep,R,1999-08-25,95,6.2,Omar Epps,4935,Michael Henry Brown,1999
0.0,391 Productions,USA,Harmony Korine,Comedy,80226.0,Julien Donkey-Boy,R,2000-09-13,94,6.7,Ewen Bremner,5692,Harmony Korine,1999
0.0,ARP Sélection,France,Jean-Pierre Dardenne,Drama,261475.0,Rosetta,R,2001-09-07,95,7.6,Émilie Dequenne,10176,Jean-Pierre Dardenne,1999
0.0,Bandai Visual Company,Japan,Takeshi Kitano,Drama,198238.0,Kikujiro,PG-13,2000-05-26,121,7.9,Takeshi Kitano,15585,Takeshi Kitano,1999
12000000.0,Flying Heart Films,USA,Alan Rudolph,Comedy,175370.0,Breakfast of Champions,R,1999-02-18,110,4.6,Bruce Willis,7081,Kurt Vonnegut Jr.,1999
75000000.0,Cherry Alley Productions,USA,Sam Weisman,Comedy,28535768.0,The Out-of-Towners,PG-13,1999-04-02,90,5.3,Steve Martin,11242,Neil Simon,1999
12000000.0,Bigel / Mailer Films,USA,James Toback,Crime,5241315.0,Black & White,R,2000-04-05,98,5.0,Ben Stiller,5216,James Toback,1999
0.0,Arts Council of England,UK,Jake Scott,Action,474900.0,Plunkett & Macleane,R,1999-04-02,99,6.4,Robert Carlyle,8908,Selwyn Roberts,1999
32000000.0,Cradle Productions Inc.,USA,Tim Robbins,Drama,2899970.0,Cradle Will Rock,R,2000-01-21,132,6.9,Hank Azaria,8237,Tim Robbins,1999
50000000.0,Metro-Goldwyn-Mayer (MGM),USA,Scott Silver,Action,13260050.0,The Mod Squad,R,1999-03-26,92,4.2,Claire Danes,7995,Buddy Ruskin,1999
2500000.0,Evenstar Films,USA,Alison Maclean,Drama,1282084.0,Jesus' Son,R,2000-07-07,107,7.0,Billy Crudup,6425,Denis Johnson,1999
70000000.0,Universal Pictures,USA,Hugh Wilson,Comedy,9694105.0,Dudley Do-Right,PG,1999-08-27,77,3.9,Brendan Fraser,8641,Jay Ward,1999
30000000.0,Alcon Entertainment,USA,Jeff Pollack,Comedy,6545360.0,Lost & Found,PG-13,1999-04-23,95,5.0,David Spade,5807,J.B. Cook,1999
30000000.0,Beaver Productions,UK,Richard Attenborough,Biography,632617.0,Grey Owl,PG-13,1999-10-01,100,6.0,Pierce Brosnan,2996,William Nicholson,1999
5250000.0,Destination Films,USA,Louis Morneau,Horror,10155690.0,Bats,PG-13,1999-10-22,91,3.7,Lou Diamond Phillips,8632,John Logan,1999
10000000.0,Global Entertainment Productions GmbH & Company Medien KG,Germany,Kevin Alyn Elders,Action,292152.0,Rescate explosivo,PG-13,1999-09-24,85,2.5,Dennis Rodman,6187,Moshe Diamant,1999
15000000.0,October Films,USA,Albert Brooks,Comedy,11614236.0,The Muse,PG-13,1999-08-27,97,5.6,Albert Brooks,9648,Albert Brooks,1999
500000.0,Santa Monica Holdings,USA,Lloyd Kaufman,Comedy,1434.0,Terror Firmer,R,1999-06-20,114,6.3,Will Keenan,4225,Patrick Cassidy,1999
70000000.0,Morgan Creek Productions,USA,Hugh Johnson,Action,11227940.0,Chill Factor,R,1999-09-01,102,5.2,Cuba Gooding Jr.,8600,Drew Gitlin,1999
14000000.0,7 Arts International,UK,Martha Fiennes,Drama,206128.0,Onegin,R,1999-11-19,106,6.9,Ralph Fiennes,6629,Peter Ettedgui,1999
0.0,Tenafly Film Company,USA,Eric Weber,Comedy,3676.0,Suits,R,1999-01-10,88,4.2,Robert Klein,146,Eric Weber,1999
0.0,Alliance Atlantis Communications,UK,Shane Meadows,Comedy,18434.0,A Room for Romeo Brass,R,2000-02-04,90,7.7,Martin Arrowsmith,4755,Robyn Slovo,1999
21000000.0,Absolute Entertainment (II),USA,John Duigan,Comedy,15593.0,Molly,PG-13,1999-07,102,5.8,Elisabeth Shue,2410,Richard Christie,1999
0.0,The Noel Gay Motion Picture Company,UK,Nick Hurran,Comedy,43865.0,Virtual Sexuality,R,1999-07-02,92,5.0,Laura Fraser,2608,Chloe Rayban,1999
0.0,Canal+,France,Patrice Leconte,Comedy,1708496.0,The Girl on the Bridge,R,1999-03-31,90,7.6,Vanessa Paradis,11570,Serge Frydman,1999
0.0,MK2 Productions,Iran,Abbas Kiarostami,Drama,213253.0,The Wind Will Carry Us,NOT RATED,1999-11-24,118,7.6,Behzad Dorani,6191,Abbas Kiarostami,1999
0.0,Desperate Pictures,UK,Gregg Araki,Comedy,45703.0,Splendor,R,2000-05-12,93,5.9,Kathleen Robertson,2740,Gregg Araki,1999
1700000.0,Marked Entertainment,USA,Mark Illsley,Comedy,1943649.0,"Happy, Texas",PG-13,1999-12-03,98,6.3,Jeremy Northam,8911,Ed Stone,1999
0.0,Baltimore Pictures,USA,Barry Levinson,Drama,3732398.0,Liberty Heights,R,1999-12-31,127,7.1,Adrien Brody,5945,Barry Levinson,1999
0.0,Hell's Kitchen Films,USA,Anjelica Huston,Comedy,140426.0,Agnes Browne,R,2000-03-03,92,6.6,Anjelica Huston,1858,Brendan O'Carroll,1999
0.0,Bac Films,France,Marc Levin,Drama,36025.0,Whiteboyz,R,1999-10-08,92,5.3,Danny Hoch,1606,Garth Belcon,1999
10000000.0,Emotion Pictures,UK,Matthew Warchus,Drama,902144.0,Simpatico,R,2000-02-04,106,4.5,Nick Nolte,3075,Sam Shepard,1999
0.0,Enigma Productions,UK,Hugh Hudson,Biography,616310.0,My Life So Far,PG-13,1999-08-26,98,6.5,Colin Firth,2573,Denis Forman,1999
0.0,Gemini Films,France,Raoul Ruiz,Drama,461493.0,Marcel Proust's Time Regained,Not specified,1999-05-19,100,6.8,Catherine Deneuve,1927,Marcel Proust,1999
0.0,Rajshri Productions,India,Sooraj R. Barjatya,Musical,2005094.0,Hum Saath-Saath Hain: We Stand United,Not specified,1999-11-05,100,6.2,Salman Khan,4789,Sooraj R. Barjatya,1999
0.0,Daiei Motion Picture Company,Japan,Takashi Miike,Action,1841.0,Dead or Alive,R,1999-11-27,105,6.9,Shô Aikawa,6387,Ichiro Ryu,1999
0.0,Winslow Partners Ltd.,UK,David Mamet,Drama,3956112.0,The Winslow Boy,G,1999-10-29,104,7.4,Rebecca Pidgeon,6669,Terence Rattigan,1999
0.0,Columbia Pictures Film Production Asia,China,Yimou Zhang,Drama,1280090.0,The Road Home,G,2001-06-15,89,7.9,Ziyi Zhang,10983,Shi Bao,1999
0.0,3B Productions,France,Bruno Dumont,Drama,113495.0,Humanité,Not specified,1999-10-27,148,6.9,Emmanuel Schotté,3105,Bruno Dumont,1999
0.0,C.E.O. Films,USA,George Haas,Drama,94633.0,Friends & Lovers,R,1999-04-16,100,4.5,Stephen Baldwin,1330,Neill Barry,1999
312000.0,Spanky Pictures,USA,Gavin O'Connor,Drama,1281176.0,Tumbleweeds,PG-13,2000-03-03,102,6.7,Janet McTeer,3018,Angela Shelton,1999
0.0,Cinerenta Medienbeteiligungs KG,USA,Scott Elliott,Drama,544538.0,A Map of the World,R,2000-01-21,125,6.7,Sigourney Weaver,3659,Jane Hamilton,1999
7500000.0,Code Productions,USA,Robert Marcarelli,Action,12614346.0,The Omega Code,PG-13,1999-08-27,100,3.5,Casper Van Dien,4762,Stephan Blinn,1999
4500000.0,Artisan Entertainment,USA,Darren Aronofsky,Drama,3609278.0,Requiem for a Dream,R,2000-12-15,102,8.3,Ellen Burstyn,630161,Hubert Selby Jr.,2000
103000000.0,DreamWorks,USA,Ridley Scott,Action,187705427.0,Gladiator,R,2000-05-05,155,8.5,Russell Crowe,1081122,David Franzoni,2000
7000000.0,Am Psycho Productions,USA,Mary Harron,Crime,15070285.0,American Psycho,R,2000-04-14,102,7.6,Christian Bale,391018,Bret Easton Ellis,2000
110000000.0,Columbia Pictures Corporation,USA,Roland Emmerich,Action,113330342.0,The Patriot,R,2000-06-28,165,7.2,Mel Gibson,221478,Robert Rodat,2000
9000000.0,Newmarket Capital Group,USA,Christopher Nolan,Mystery,25544867.0,Memento,R,2001-05-25,113,8.5,Guy Pearce,929360,Christopher Nolan,2000
0.0,Columbia Pictures Corporation,UK,Guy Ritchie,Comedy,30328156.0,Snatch,R,2001-01-19,104,8.3,Jason Statham,654846,Guy Ritchie,2000
30000000.0,Jerry Bruckheimer Films,USA,Boaz Yakin,Biography,115654751.0,Remember the Titans,PG,2000-09-29,113,7.8,Denzel Washington,171757,Gregory Allen Howard,2000
75000000.0,Touchstone Pictures,USA,M. Night Shyamalan,Drama,95011339.0,Unbreakable,PG-13,2000-11-22,106,7.2,Bruce Willis,280513,M. Night Shyamalan,2000
60000000.0,Columbia Pictures,USA,Cameron Crowe,Adventure,32534850.0,Almost Famous,R,2000-09-22,122,7.9,Billy Crudup,220062,Cameron Crowe,2000
90000000.0,Twentieth Century Fox Film Corporation,USA,Robert Zemeckis,Adventure,233632142.0,Cast Away,PG-13,2000-12-22,143,7.8,Tom Hanks,429806,William Broyles Jr.,2000
75000000.0,Twentieth Century Fox Film Corporation,USA,Bryan Singer,Action,157299717.0,X-Men,PG-13,2000-07-14,104,7.4,Patrick Stewart,493164,Tom DeSanto,2000
95000000.0,Columbia Pictures Corporation,USA,Paul Verhoeven,Action,73209340.0,Hollow Man,R,2000-08-04,112,5.7,Kevin Bacon,107767,Gary Scott Thompson,2000
19000000.0,Dimension Films,USA,Keenen Ivory Wayans,Comedy,157019771.0,Scary Movie,R,2000-07-07,88,6.2,Anna Faris,199176,Shawn Wayans,2000
50000000.0,Figment Films,USA,Danny Boyle,Adventure,39785027.0,The Beach,R,2000-02-11,119,6.6,Leonardo DiCaprio,191504,John Hodge,2000
100000000.0,DreamWorks,USA,Robert Zemeckis,Drama,155464351.0,What Lies Beneath,PG-13,2000-07-21,130,6.6,Harrison Ford,103332,Clark Gregg,2000
0.0,Medusa Film,Italy,Giuseppe Tornatore,Comedy,3429045.0,Malèna,R,2001-02-02,109,7.5,Monica Bellucci,71752,Giuseppe Tornatore,2000
23000000.0,New Line Cinema,USA,James Wong,Horror,53331147.0,Final Destination,R,2000-03-17,98,6.7,Devon Sawa,194181,Glen Morgan,2000
93000000.0,Columbia Pictures Corporation,USA,McG,Action,125305545.0,Charlie's Angels,PG-13,2000-11-03,98,5.5,Cameron Diaz,153010,Ryan Rowe,2000
16000000.0,DreamWorks,USA,Todd Phillips,Adventure,68540777.0,Road Trip,R,2000-05-19,93,6.5,Breckin Meyer,140390,Todd Phillips,2000
26000000.0,Touchstone Pictures,UK,Joel Coen,Adventure,45506619.0,"O Brother, Where Art Thou?",PG-13,2001-02-02,107,7.8,George Clooney,242380,Homer,2000
90000000.0,Touchstone Pictures,USA,Dominic Sena,Action,101648571.0,Gone in Sixty Seconds,PG-13,2000-06-09,118,6.5,Nicolas Cage,230823,H.B. Halicki,2000
33000000.0,New Line Cinema,USA,Tarsem Singh,Horror,61334059.0,The Cell,R,2000-08-18,107,6.3,Jennifer Lopez,84206,Mark Protosevich,2000
17000000.0,Asia Union Film & Entertainment Ltd.,Taiwan,Ang Lee,Action,128078872.0,"Crouching Tiger, Hidden Dragon",PG-13,2001-01-12,120,7.9,Yun-Fat Chow,228025,Du Lu Wang,2000
123000000.0,Universal Pictures,USA,Ron Howard,Comedy,260044825.0,How the Grinch Stole Christmas,PG,2000-11-17,104,6.0,Jim Carrey,155553,Dr. Seuss,2000
100000000.0,Touchstone Pictures,USA,Brian De Palma,Adventure,60883407.0,Mission to Mars,PG,2000-03-10,114,5.6,Tim Robbins,63522,Lowell Cannon,2000
125000000.0,Paramount Pictures,USA,John Woo,Action,215409889.0,Mission: Impossible II,PG-13,2000-05-24,123,6.1,Tom Cruise,260493,Bruce Geller,2000
11000000.0,Beacon Communications,USA,Peyton Reed,Comedy,68379000.0,Bring It On,PG-13,2000-08-25,98,6.0,Kirsten Dunst,74635,Jessica Bendinger,2000
52000000.0,Universal Pictures,USA,Steven Soderbergh,Biography,125595205.0,Erin Brockovich,R,2000-03-17,131,7.3,Julia Roberts,145443,Susannah Grant,2000
0.0,Block 2 Pictures,Hong Kong,Kar-Wai Wong,Drama,2734044.0,In the Mood for Love,PG,2001-03-09,98,8.1,Tony Chiu-Wai Leung,86800,Kar-Wai Wong,2000
45000000.0,Castle Rock Entertainment,USA,Donald Petrie,Action,106807667.0,Miss Congeniality,PG-13,2000-12-22,109,6.2,Sandra Bullock,150621,Marc Lawrence,2000
25000000.0,Miramax,UK,Lasse Hallström,Drama,71509363.0,Chocolat,PG-13,2001-01-19,121,7.3,Juliette Binoche,158788,Joanne Harris,2000
70000000.0,Paramount Pictures,USA,Nancy Meyers,Comedy,182811707.0,What Women Want,PG-13,2000-12-15,127,6.4,Mel Gibson,169079,Josh Goldsmith,2000
85000000.0,Avery Pix,USA,Steven Brill,Comedy,39464775.0,Little Nicky,PG-13,2000-11-10,90,5.3,Adam Sandler,85512,Tim Herlihy,2000
48000000.0,"Bedford Falls Company, The",USA,Steven Soderbergh,Crime,124115725.0,Traffic,R,2001-01-05,147,7.6,Michael Douglas,177611,Simon Moore,2000
45000000.0,Jerry Bruckheimer Films,USA,David McNally,Comedy,60786269.0,Coyote Ugly,PG-13,2000-08-04,100,5.6,Piper Perabo,95297,Gina Wendkos,2000
100000000.0,Walt Disney Feature Animation,USA,Mark Dindal,Animation,89302687.0,The Emperor's New Groove,G,2000-12-15,78,7.3,David Spade,141885,Chris Williams,2000
73000000.0,Warner Bros.,USA,Roger Christian,Action,21471685.0,Battlefield Earth,PG-13,2000-05-12,118,2.4,John Travolta,68160,Corey Mandell,2000
95000000.0,DreamWorks Animation,USA,Bibo Bergeron,Animation,50863742.0,The Road to El Dorado,PG,2000-03-31,89,6.9,Kevin Kline,65786,Terry Rossio,2000
23000000.0,Polygram Filmed Entertainment,USA,David Twohy,Horror,39240659.0,Pitch Black,R,2000-02-18,109,7.1,Radha Mitchell,203269,Jim Wheat,2000
50000000.0,Bel Air Entertainment,USA,Howard Deutch,Comedy,44737059.0,The Replacements,PG-13,2000-08-11,118,6.5,Keanu Reeves,50976,Vince McKewin,2000
5000000.0,StudioCanal,UK,Stephen Daldry,Drama,21995263.0,Billy Elliot,R,2000-11-10,110,7.7,Jamie Bell,104498,Lee Hall,2000
2000000.0,Altavista Films,Mexico,Alejandro González Iñárritu,Drama,5383834.0,Amores Perros,R,2001-04-13,154,8.1,Emilio Echevarría,187814,Guillermo Arriaga,2000
30000000.0,Touchstone Pictures,UK,Stephen Frears,Comedy,27277055.0,High Fidelity,R,2000-03-31,113,7.5,John Cusack,150311,Nick Hornby,2000
51000000.0,Twentieth Century Fox Film Corporation,USA,Bobby Farrelly,Comedy,90570999.0,"Me, Myself & Irene",R,2000-06-23,116,6.6,Jim Carrey,196521,Peter Farrelly,2000
0.0,Bootmen Productions (Hilary Linstead-Dein Perry),USA,Dein Perry,Comedy,21172.0,Bootmen,R,2000-10-05,100,6.3,Vaughan Sheffield,2022,Steve Worland,2000
6000000.0,Castle Rock Entertainment,USA,Christopher Guest,Comedy,18621249.0,Best in Show,PG-13,2000-10-20,90,7.5,Fred Willard,48351,Christopher Guest,2000
12800000.0,Zentropa Entertainments,Denmark,Lars von Trier,Crime,4184036.0,Bailando en la oscuridad,R,2000-10-06,140,8.0,Björk,85318,Lars von Trier,2000
127500000.0,Walt Disney Pictures,USA,Eric Leighton,Animation,137748063.0,Dinosaur,PG,2000-05-19,82,6.5,D.B. Sweeney,42134,Thom Enriquez,2000
0.0,Recorded Picture Company (RPC),UK,Jonathan Glazer,Crime,6946056.0,Sexy Beast,R,2001-07-13,89,7.3,Ray Winstone,46274,Louis Mellis,2000
48000000.0,Twentieth Century Fox Film Corporation,USA,Harold Ramis,Comedy,37879996.0,Bedazzled,PG-13,2000-10-20,93,6.0,Brendan Fraser,86122,Peter Cook,2000
55000000.0,Universal Pictures,USA,Jay Roach,Comedy,166244045.0,Meet the Parents,PG-13,2000-10-06,108,7.0,Ben Stiller,275232,Greg Glienna,2000
40000000.0,Dimension Films,USA,Wes Craven,Horror,89138076.0,Scream 3,R,2000-02-04,116,5.5,David Arquette,105236,Kevin Williamson,2000
31000000.0,New Line Cinema,USA,Gregory Hoblit,Crime,45010278.0,Frequency,PG-13,2000-04-28,118,7.4,Dennis Quaid,87828,Toby Emmerich,2000
45000000.0,Aardman Animations,UK,Peter Lord,Animation,106834564.0,Chicken Run,G,2000-06-23,84,7.0,Mel Gibson,150396,Peter Lord,2000
32000000.0,Fox 2000 Pictures,USA,George Tillman Jr.,Biography,48818921.0,Men of Honor,R,2000-11-10,129,7.2,Cuba Gooding Jr.,94931,Scott Marshall Smith,2000
140000000.0,Warner Bros.,USA,Wolfgang Petersen,Action,182618434.0,The Perfect Storm,PG-13,2000-06-30,130,6.4,George Clooney,139439,Sebastian Junger,2000
46000000.0,Paramount Pictures,Germany,John Singleton,Action,70334258.0,Shaft,R,2000-06-16,99,5.9,Samuel L. Jackson,61511,Ernest Tidyman,2000
41300000.0,Franchise Pictures,USA,Jonathan Lynn,Comedy,57262492.0,The Whole Nine Yards,R,2000-02-18,98,6.7,Bruce Willis,95357,Mitchell Kapner,2000
80000000.0,New Line Cinema,USA,Roger Donaldson,Drama,34592089.0,Thirteen Days,PG-13,2001-01-12,145,7.3,Kevin Costner,47719,David Self,2000
40000000.0,Warner Bros.,USA,Mimi Leder,Drama,33519628.0,Pay It Forward,PG-13,2000-10-20,123,7.2,Kevin Spacey,101554,Catherine Ryan Hyde,2000
13500000.0,Fox Searchlight Pictures,UK,Philip Kaufman,Biography,7060876.0,Quills,R,2000-12-25,124,7.3,Geoffrey Rush,46715,Doug Wright,2000
13000000.0,Twentieth Century Fox Film Corporation,USA,Danny Leiner,Comedy,46729800.0,"Dude, Where's My Car?",PG-13,2000-12-15,83,5.5,Ashton Kutcher,121888,Philip Stark,2000
15000000.0,Twentieth Century Fox Film Corporation,USA,Matt Williams,Comedy,33771174.0,Where the Heart Is,PG-13,2000-04-28,120,6.8,Natalie Portman,28510,Lowell Ganz,2000
7000000.0,New Line Cinema,USA,Ben Younger,Crime,16938179.0,Boiler Room,R,2000-02-18,120,7.0,Giovanni Ribisi,43830,Ben Younger,2000
83000000.0,Universal Pictures,USA,Brian Levant,Comedy,35268275.0,The Flintstones in Viva Rock Vegas,PG,2000-04-28,90,3.6,Mark Addy,16842,William Hanna,2000
84000000.0,Universal Pictures,USA,Peter Segal,Comedy,123309890.0,Nutty Professor II: The Klumps,PG-13,2000-07-28,106,4.3,Eddie Murphy,41835,Jerry Lewis,2000
29000000.0,Columbia Pictures Corporation,USA,Nicholas Hytner,Drama,17174870.0,Center Stage,PG-13,2000-05-12,115,6.7,Amanda Schull,16575,Carol Heikkinen,2000
11000000.0,New Line Cinema,USA,Steve Carr,Comedy,57328603.0,Next Friday,R,2000-01-12,98,6.1,Ice Cube,30194,Ice Cube,2000
10000000.0,Lakeshore Entertainment,USA,Sam Raimi,Drama,12008642.0,The Gift,R,2001-01-19,112,6.7,Cate Blanchett,55272,Billy Bob Thornton,2000
60000000.0,Universal Pictures,USA,Brett Ratner,Comedy,75793305.0,The Family Man,PG-13,2000-12-22,125,6.7,Nicolas Cage,90612,David Diamond,2000
5000000.0,Copperheart Entertainment,Canada,John Fawcett,Drama,2554.0,Feroz,UNRATED,2001-05-18,108,6.8,Emily Perkins,35413,Karen Walton,2000
80000000.0,Twentieth Century Fox Film Corporation,USA,Robert Redford,Drama,30695227.0,The Legend of Bagger Vance,PG-13,2000-11-03,126,6.7,Will Smith,48043,Steven Pressfield,2000
62000000.0,Universal Pictures,France,Jonathan Mostow,Action,77086030.0,U-571: La batalla del Atlántico,PG-13,2000-04-21,116,6.6,Matthew McConaughey,68714,Jonathan Mostow,2000
29000000.0,Spyglass Entertainment,USA,Edward Norton,Comedy,37047880.0,Keeping the Faith,PG-13,2000-04-14,128,6.4,Ben Stiller,46213,Stuart Blumberg,2000
55000000.0,Touchstone Pictures,USA,Tom Dey,Action,56937502.0,Shanghai Noon,PG-13,2000-05-26,110,6.6,Jackie Chan,103550,Miles Millar,2000
57000000.0,Columbia Pictures Corporation,USA,Billy Bob Thornton,Drama,15527125.0,All the Pretty Horses,PG-13,2000-12-25,116,5.8,Matt Damon,11851,Cormac McCarthy,2000
30000000.0,Twentieth Century Fox Film Corporation,USA,Raja Gosnell,Action,117559438.0,Big Momma's House,PG-13,2000-06-02,99,5.1,Martin Lawrence,71163,Darryl Quarles,2000
0.0,Max Films Productions,Canada,Denis Villeneuve,Drama,33410.0,Maelstrom,R,2000-09-15,87,7.2,Marie-Josée Croze,3631,Denis Villeneuve,2000
65000000.0,Clipsal Films,USA,Clint Eastwood,Action,90464773.0,Space Cowboys,PG-13,2000-08-04,130,6.4,Clint Eastwood,63698,Ken Kaufman,2000
82000000.0,Phoenix Pictures,USA,Roger Spottiswoode,Action,34604280.0,The 6th Day,PG-13,2000-11-17,123,5.9,Arnold Schwarzenegger,104775,Cormac Wibberley,2000
43000000.0,Columbia Pictures Corporation,USA,Betty Thomas,Comedy,37170488.0,28 Days,PG-13,2000-04-14,103,6.0,Sandra Bullock,37015,Susannah Grant,2000
0.0,Canal+,France,Virginie Despentes,Crime,5793.0,Rape Me,UNRATED,2001-09-21,77,4.5,Raffaëla Anderson,15237,Virginie Despentes,2000
75000000.0,Columbia Pictures Corporation,USA,Martin Campbell,Action,69243859.0,Vertical Limit,PG-13,2000-12-08,124,5.9,Scott Glenn,52111,Robert King,2000
38000000.0,George Litto Productions,USA,Michael Dinner,Crime,13019253.0,The Crew,PG-13,2000-08-25,88,5.6,Richard Dreyfuss,4108,Barry Fanaro,2000
20000000.0,40 Acres & A Mule Filmworks,USA,Gina Prince-Bythewood,Drama,27441122.0,Love & Basketball,PG-13,2000-04-21,124,7.2,Sanaa Lathan,15454,Gina Prince-Bythewood,2000
25000000.0,Warner Bros.,USA,Andrzej Bartkowiak,Action,55973336.0,Romeo Must Die,R,2000-03-22,115,6.1,Jet Li,59814,Mitchell Kapner,2000
0.0,Australian Film Finance Corporation (AFFC),Australia,Andrew Dominik,Biography,234259.0,Chopper,UNRATED,2002-04-05,94,7.2,Eric Bana,32850,Mark Brandon Read,2000
1200000.0,Hart-Sharp Entertainment,USA,Kenneth Lonergan,Drama,9180275.0,You Can Count on Me,R,2000-12-22,111,7.7,Laura Linney,24362,Kenneth Lonergan,2000
54000000.0,Dimension Films,USA,Patrick Lussier,Action,33022767.0,Dracula 2000,R,2000-12-22,99,4.9,Gerard Butler,28622,Joel Soisson,2000
65000000.0,Metro-Goldwyn-Mayer (MGM),USA,Joan Chen,Drama,37752931.0,Autumn in New York,PG-13,2000-08-11,103,5.5,Richard Gere,21504,Allison Burnett,2000
43000000.0,Columbia Pictures Corporation,USA,Gus Van Sant,Drama,51804714.0,Finding Forrester,PG-13,2001-01-12,136,7.3,Sean Connery,75692,Mike Rich,2000
75000000.0,David Kirschner Productions,USA,Don Bluth,Animation,22751979.0,Titan A.E.,PG,2000-06-16,94,6.6,Matt Damon,54115,Hans Bauer,2000
8000000.0,Saturn Films,UK,E. Elias Merhige,Drama,8279017.0,Shadow of the Vampire,R,2001-01-26,92,6.9,John Malkovich,35600,Steven Katz,2000
32000000.0,Columbia Pictures Corporation,USA,David Raynr,Comedy,8735529.0,Whatever It Takes,PG-13,2000-03-24,94,5.5,Shane West,8432,Mark Schwahn,2000
45000000.0,New Line Cinema,USA,Courtney Solomon,Action,15220685.0,Dungeons & Dragons,PG-13,2000-12-08,107,3.6,Justin Whalin,28683,Topper Lilien,2000
76000000.0,Capella International,USA,Des McAnuff,Animation,26000610.0,The Adventures of Rocky & Bullwinkle,PG,2000-06-30,92,4.2,Robert De Niro,17406,Jay Ward,2000
0.0,El Mar Pictures,USA,Julian Schnabel,Biography,4221817.0,Antes que anochezca,R,2001-02-23,133,7.3,Javier Bardem,21732,Cunningham O'Keefe,2000
60000000.0,Paramount Pictures,UK,William Friedkin,Drama,61335230.0,Rules of Engagement,R,2000-04-07,128,6.4,Tommy Lee Jones,39436,Jim Webb,2000
42000000.0,Dimension Films,USA,John Frankenheimer,Action,23360779.0,Reindeer Games,R,2000-02-25,104,5.7,Ben Affleck,33094,Ehren Kruger,2000
80000000.0,Warner Bros.,USA,Antony Hoffman,Action,17480890.0,Red Planet,PG-13,2000-11-10,106,5.7,Val Kilmer,49905,Chuck Pfarrer,2000
85000000.0,Cruella Productions,USA,Kevin Lima,Adventure,66957026.0,102 Dalmatians,G,2000-11-22,100,4.8,Glenn Close,28524,Dodie Smith,2000
35000000.0,Avrora Media,Germany,Uli Edel,Adventure,13555988.0,The Little Vampire,PG,2000-10-27,95,5.7,Jonathan Lipnicki,7879,Angela Sommer-Bodenburg,2000
10000000.0,Haft Entertainment,USA,Joel Schumacher,Drama,139692.0,Tigerland,R,2001-05-24,101,7.0,Colin Farrell,34628,Ross Klavan,2000
20000000.0,Branti Film Productions,USA,Amy Heckerling,Comedy,15618626.0,Loser,PG-13,2000-07-21,98,5.3,Jason Biggs,23989,Amy Heckerling,2000
90000000.0,Hammerhead Productions,USA,Walter Hill,Horror,14218868.0,Supernova,PG-13,2000-01-14,90,4.8,James Spader,15330,William Malone,2000
25000000.0,Revelations Entertainment,France,Stephen Hopkins,Crime,258691.0,Bajo sospecha,R,2001-08-10,110,6.5,Morgan Freeman,19265,John Wainwright,2000
55000000.0,British Broadcasting Corporation (BBC),USA,Curtis Hanson,Comedy,19389454.0,Wonder Boys,R,2000-02-25,107,7.4,Michael Douglas,56555,Michael Chabon,2000
65000000.0,Chester Films Inc.,USA,Jon Turteltaub,Comedy,69691949.0,The Kid,PG,2000-07-07,104,6.1,Bruce Willis,36128,Audrey Wells,2000
63600000.0,Morgan Creek Productions,USA,Stephen Kay,Action,14967182.0,Get Carter,R,2000-10-06,102,5.1,Sylvester Stallone,28856,Ted Lewis,2000
24000000.0,Metro-Goldwyn-Mayer (MGM),USA,Bonnie Hunt,Comedy,32662299.0,Return to Me,PG,2000-04-07,115,6.9,David Duchovny,17212,Bonnie Hunt,2000
1500000.0,FX Sound,Argentina,Fabián Bielinsky,Crime,1221261.0,Nine Queens,R,2000-08-31,114,7.9,Ricardo Darín,41658,Fabián Bielinsky,2000
15000000.0,Artisan Entertainment,USA,Joe Berlinger,Adventure,26437094.0,Book of Shadows: Blair Witch 2,R,2000-10-27,90,4.0,Jeffrey Donovan,31565,Daniel Myrick,2000
24000000.0,Miramax,USA,James Gray,Crime,882710.0,The Yards,R,2000-10-27,115,6.4,Mark Wahlberg,17187,James Gray,2000
65000000.0,Castle Rock Entertainment,USA,Taylor Hackford,Action,32598931.0,Proof of Life,R,2000-12-08,135,6.2,Meg Ryan,50964,Tony Gilroy,2000
